ttl,rttMean,rttPrev,latitud,longitud
1,192.168.0.1,63.19009630303634,0.0,noLocAv,noLocAvc
2,10.32.32.1,67.39330291748047,4.203206614444127,noLocAv,noLocAvc
3,100.72.4.2,55.38535118103027,-12.007951736450195,noLocAv,noLocAvc
4,0,0,0,0,0
5,100.72.9.185,67.63744354248047,12.252092361450195,noLocAv,noLocAvc
6,0,0,0,0,0
7,200.32.127.102,71.33030891418457,3.6928653717041016,-34.6131,-58.3772
